source_file,adapter_type,lr,rank,svals,svecs,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-2,512,512.0,64.0,,32799,0.9414616299277417,10463,10352.0,462,415.8000000000002,uiortholora_trAll_sv512_svec64_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-3,256,256.0,0.0,,32799,0.46065733711393636,5572,5459.7,429,386.10000000000014,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s256_v0_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-3,512,512.0,0.0,,32799,0.4545565413579683,5485,5374.7,413,371.70000000000016,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s512_v0_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024,1024.0,0.0,,32799,0.975581572608921,13525,13397.7,354,318.6000000000001,uiortholora_trAll_sv1024_svec0_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024,1024.0,128.0,,32799,0.9766059940851856,13473,13342.900000000001,382,343.80000000000007,uiortholora_trAll_sv1024_svec128_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024,1024.0,256.0,,32799,0.9741546998384096,13353,13225.2,376,338.4000000000001,uiortholora_trAll_sv1024_svec256_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024,1024.0,32.0,,32799,0.9737034665691027,13561,13434.4,378,340.20000000000005,uiortholora_trAll_sv1024_svec32_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024,1024.0,512.0,,32799,0.9788408183176316,13102,12979.800000000001,371,333.9000000000001,uiortholora_trAll_sv1024_svec512_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024,1024.0,64.0,,32799,0.975038873136376,13443,13313.7,392,352.80000000000007,uiortholora_trAll_sv1024_svec64_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,256,256.0,0.0,,32799,0.9665630049696636,13889,13761.6,358,322.2000000000001,uiortholora_trAll_sv256_svec0_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,256,256.0,128.0,,32799,0.9723650111283879,13766,13635.7,363,326.7000000000001,uiortholora_trAll_sv256_svec128_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,256,256.0,256.0,,32799,0.9696637092594287,13824,13693.0,360,324.00000000000006,uiortholora_trAll_sv256_svec256_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,256,256.0,32.0,,32799,0.9726272142443367,13858,13731.400000000001,367,330.3000000000001,uiortholora_trAll_sv256_svec32_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,256,256.0,512.0,,32799,,0,0.0,0,0.0,uiortholora_trAll_sv256_svec512_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,256,256.0,64.0,,32799,0.9716485258696911,13810,13682.1,364,327.6000000000001,uiortholora_trAll_sv256_svec64_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,512,512.0,0.0,,32799,0.9721424433671758,13824,13696.6,365,328.5000000000001,uiortholora_trAll_sv512_svec0_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,512,512.0,128.0,,32799,0.9756730388121589,13662,13531.8,372,334.80000000000007,uiortholora_trAll_sv512_svec128_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,512,512.0,256.0,,32799,0.9740845757492607,13662,13536.400000000001,361,324.9000000000001,uiortholora_trAll_sv512_svec256_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,512,512.0,32.0,,32799,0.9718162139089606,13773,13643.500000000002,379,341.1000000000001,uiortholora_trAll_sv512_svec32_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,512,512.0,512.0,,32799,0.9749352114393732,13217,13083.1,364,327.6000000000001,uiortholora_trAll_sv512_svec512_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,512,512.0,64.0,,32799,0.9713009542973872,13732,13605.2,354,318.6000000000001,uiortholora_trAll_sv512_svec64_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,1024,1024.0,0.0,,32799,0.9791883898899356,16222,16081.0,313,281.70000000000005,uiortholora_trAll_sv1024_svec0_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,1024,1024.0,128.0,,32799,0.9803530595444983,16266,16125.5,330,297.0000000000001,uiortholora_trAll_sv1024_svec128_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,1024,1024.0,256.0,,32799,0.9813408945394677,15814,15678.400000000001,324,291.6000000000001,uiortholora_trAll_sv1024_svec256_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,1024,1024.0,32.0,,32799,0.9795176682215921,16080,15942.8,323,290.70000000000005,uiortholora_trAll_sv1024_svec32_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,1024,1024.0,512.0,,32799,0.9805085520900026,15381,15246.6,354,318.6000000000001,uiortholora_trAll_sv1024_svec512_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,1024,1024.0,64.0,,32799,0.9804719656087075,15860,15723.800000000001,322,289.80000000000007,uiortholora_trAll_sv1024_svec64_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,256,256.0,0.0,,32799,0.9729869813104058,16694,16547.2,297,267.30000000000007,uiortholora_trAll_sv256_svec0_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,256,256.0,128.0,,32799,0.9749931400347572,16585,16442.7,320,288.00000000000006,uiortholora_trAll_sv256_svec128_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,256,256.0,256.0,,32799,0.9751089972255251,16146,16007.1,301,270.9000000000001,uiortholora_trAll_sv256_svec256_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,256,256.0,32.0,,32799,0.9747187414250434,16525,16389.1,294,264.6000000000001,uiortholora_trAll_sv256_svec32_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,256,256.0,512.0,,32799,,0,0.0,0,0.0,uiortholora_trAll_sv256_svec512_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,256,256.0,64.0,,32799,0.9711363151315588,16736,16595.5,292,262.80000000000007,uiortholora_trAll_sv256_svec64_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,512,512.0,0.0,,32799,0.9738650568614895,16705,16563.9,319,287.1000000000001,uiortholora_trAll_sv512_svec0_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,512,512.0,128.0,,32799,0.974575444373304,16570,16421.9,314,282.6,uiortholora_trAll_sv512_svec128_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,512,512.0,256.0,,32799,0.977688344156834,16107,15971.6,309,278.1000000000001,uiortholora_trAll_sv512_svec256_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,512,512.0,32.0,,32799,0.9755388883807433,16682,16536.8,323,290.70000000000005,uiortholora_trAll_sv512_svec32_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,512,512.0,512.0,,32799,0.979642672032684,15653,15514.7,340,306.0000000000001,uiortholora_trAll_sv512_svec512_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-2,512,512.0,64.0,,32799,0.9759474374218726,16598,16458.0,298,268.20000000000005,uiortholora_trAll_sv512_svec64_lr3e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-3,1024,1024.0,0.0,,32799,0.8518369462483613,9205,9099.400000000001,434,390.6000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_sv1024_svec0_lr3e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,3e-3,1024,1024.0,16.0,,32799,,0,0.0,0,0.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_sv1024_svec16_lr3e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,4e-2,1024,1024.0,128.0,,32799,0.9769383212902832,17562,17413.100000000002,287,258.30000000000007,uiortholora_trAll_sv1024_svec128_lr4e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,4e-2,1024,1024.0,256.0,,32799,0.9788682581786029,17404,17256.5,299,269.1000000000001,uiortholora_trAll_sv1024_svec256_lr4e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,4e-2,1024,1024.0,512.0,,32799,0.9814567517302357,16855,16712.300000000003,306,275.40000000000003,uiortholora_trAll_sv1024_svec512_lr4e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,4e-3,1024,1024.0,0.0,,32799,0.8994331065759636,345,341.3,10,9.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_sv1024_svec0_lr4e-3
