source_file,base_model,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,500,500,0.0054,1232,398.5,1295,422.3,meta-llama_Llama-3.2-3B-Instruct_randlora_tr500_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,1000,1000,0.1055,39068,35872.3,248,136.9,meta-llama_Llama-3.2-3B-Instruct_randlora_tr1000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,1000,1000,0.022699999999999998,38476,34232.8,220,110.39999999999999,meta-llama_Llama-3.2-3B-Instruct_randlora_tr1000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,1000,1000,0.0201,1505,565.1,2293,976.9000000000001,meta-llama_Llama-3.2-3B-Instruct_randlora_tr1000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,2000,2000,0.1414,36545,33035.600000000006,454,244.0,meta-llama_Llama-3.2-3B-Instruct_randlora_tr2000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,2000,2000,0.0194,38395,34752.7,202,109.1,meta-llama_Llama-3.2-3B-Instruct_randlora_tr2000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,2000,2000,0.0749,4646,2640.5,3005,1532.1999999999998,meta-llama_Llama-3.2-3B-Instruct_randlora_tr2000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,3000,3000,0.09036666666666668,38318,35041.700000000004,248,139.60000000000002,meta-llama_Llama-3.2-3B-Instruct_randlora_tr3000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,3000,3000,0.018600000000000002,38615,34965.200000000004,191,104.1,meta-llama_Llama-3.2-3B-Instruct_randlora_tr3000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,3000,3000,0.0933,13816,9944.3,2205,1186.9,meta-llama_Llama-3.2-3B-Instruct_randlora_tr3000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,4000,4000,0.075625,38822,35635.0,229,127.4,meta-llama_Llama-3.2-3B-Instruct_randlora_tr4000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,4000,4000,0.016149999999999998,38875,35361.1,166,87.5,meta-llama_Llama-3.2-3B-Instruct_randlora_tr4000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,4000,4000,0.09167499999999999,17942,13367.300000000001,1905,1017.0,meta-llama_Llama-3.2-3B-Instruct_randlora_tr4000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,5000,5000,0.05424000000000001,39882,36888.2,146,83.9,meta-llama_Llama-3.2-3B-Instruct_randlora_tr5000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,5000,5000,0.019039999999999998,38642,35241.8,175,92.4,meta-llama_Llama-3.2-3B-Instruct_randlora_tr5000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,5000,5000,0.0839,22496,17253.5,1505,795.7,meta-llama_Llama-3.2-3B-Instruct_randlora_tr5000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,100,100,0.019000000000000003,1521,569.5999999999999,2397,1017.1999999999999,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr100_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,100,100,0.007000000000000001,1282,418.0,1257,407.79999999999995,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr100_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,100,100,0.007000000000000001,1393,450.8,1157,375.6,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr100_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,500,500,0.09820000000000002,14076,10307.2,2183,1187.7,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr500_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,500,500,0.011,1256,423.3,1819,660.3,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr500_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,500,500,0.006,1308,428.6,1217,394.70000000000005,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr500_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,1000,1000,0.0746,27561,22276.6,1043,536.8,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr1000_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,1000,1000,0.016800000000000002,1468,542.7,2208,917.3,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr1000_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,1000,1000,0.005900000000000001,1280,420.1,1261,410.1,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr1000_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,2000,2000,0.031450000000000006,36741,32516.8,303,154.5,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr2000_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,2000,2000,0.03325,2445,1076.4,2618,1210.6000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr2000_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,2000,2000,0.005699999999999999,1190,394.80000000000007,1427,477.5,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr2000_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,3000,3000,0.034,35518,31231.800000000003,397,209.7,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr3000_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,3000,3000,0.0682,5882,3565.0,2763,1414.5,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr3000_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,3000,3000,0.007833333333333333,1213,402.4,1561,533.7,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr3000_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,4000,4000,0.030625,35713,31662.7,387,208.8,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr4000_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,4000,4000,0.0864,11499,8147.000000000001,2350,1282.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr4000_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,4000,4000,0.008324999999999999,1215,403.20000000000005,1715,610.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr4000_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,5000,5000,0.023219999999999998,36844,32974.2,291,158.5,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr5000_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,5000,5000,0.09608,14236,10473.300000000001,2184,1188.5,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr5000_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,5000,5000,0.00914,1265,425.29999999999995,1793,654.2,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr5000_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-3,1024.0,100,100,0.025,1856,755.4000000000001,2582,1153.8000000000002,meta-llama_Llama-3.2-3B-Instruct_vera_tr100_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-4,1024.0,100,100,0.006000000000000001,1242,397.7,1218,392.5,meta-llama_Llama-3.2-3B-Instruct_vera_tr100_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-5,1024.0,100,100,0.004,1310,419.9,1187,376.9,meta-llama_Llama-3.2-3B-Instruct_vera_tr100_vera_r1024_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-3,1024.0,500,500,0.10319999999999999,20659,15940.0,1704,902.4,meta-llama_Llama-3.2-3B-Instruct_vera_tr500_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-4,1024.0,500,500,0.0104,1222,411.29999999999995,1876,695.6,meta-llama_Llama-3.2-3B-Instruct_vera_tr500_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-5,1024.0,500,500,0.0054,1269,406.1,1176,374.6,meta-llama_Llama-3.2-3B-Instruct_vera_tr500_vera_r1024_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-3,1024.0,1000,1000,0.045700000000000005,34564,29608.3,516,254.3,meta-llama_Llama-3.2-3B-Instruct_vera_tr1000_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-4,1024.0,1000,1000,0.027800000000000002,1964,798.5999999999999,2463,1100.1,meta-llama_Llama-3.2-3B-Instruct_vera_tr1000_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-5,1024.0,1000,1000,0.0057,1245,397.9,1270,405.8,meta-llama_Llama-3.2-3B-Instruct_vera_tr1000_vera_r1024_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-3,1024.0,2000,2000,0.021200000000000004,38526,34497.8,205,101.69999999999999,meta-llama_Llama-3.2-3B-Instruct_vera_tr2000_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-4,1024.0,2000,2000,0.07840000000000001,8119,5367.6,2695,1426.8000000000002,meta-llama_Llama-3.2-3B-Instruct_vera_tr2000_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-5,1024.0,2000,2000,0.00595,1194,382.90000000000003,1363,448.4,meta-llama_Llama-3.2-3B-Instruct_vera_tr2000_vera_r1024_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-3,1024.0,3000,3000,0.020233333333333332,38605,34650.9,208,106.8,meta-llama_Llama-3.2-3B-Instruct_vera_tr3000_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-4,1024.0,3000,3000,0.09576666666666667,13405,9793.3,2261,1235.5,meta-llama_Llama-3.2-3B-Instruct_vera_tr3000_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-5,1024.0,3000,3000,0.007566666666666667,1137,371.0,1544,529.9,meta-llama_Llama-3.2-3B-Instruct_vera_tr3000_vera_r1024_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-3,1024.0,4000,4000,0.014825,39440,35815.3,124,63.2,meta-llama_Llama-3.2-3B-Instruct_vera_tr4000_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-4,1024.0,4000,4000,0.1005,16042,11971.900000000001,2120,1148.5,meta-llama_Llama-3.2-3B-Instruct_vera_tr4000_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-5,1024.0,4000,4000,0.00885,1200,393.0,1705,607.1,meta-llama_Llama-3.2-3B-Instruct_vera_tr4000_vera_r1024_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-3,1024.0,5000,5000,0.013080000000000001,39735,36410.5,123,62.5,meta-llama_Llama-3.2-3B-Instruct_vera_tr5000_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-4,1024.0,5000,5000,0.09234,19775,15139.300000000001,1781,947.4000000000001,meta-llama_Llama-3.2-3B-Instruct_vera_tr5000_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,Llama-3.2-3B-Instruct,vera,1e-5,1024.0,5000,5000,0.010519999999999998,1259,421.70000000000005,1871,703.0,meta-llama_Llama-3.2-3B-Instruct_vera_tr5000_vera_r1024_lr1e-5
